product,original_price,selling_price,category,source,rating,main_category,discount,price_range
Rajo Raja Prasanna Buddha Artpiece Showpiece  -  20.5 cm,1799.0,1799.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Rajo Raja Ethnic""]",Flipkart,,Home Decor & Festive Needs,0.0,Mid-Range
Allure Auto CM 1554 Car Mat Toyota Innova,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 1256 Car Mat Tata Sumo,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 1390 Car Mat Tata Indica,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 28 Car Mat HM Ambassador 2.0D,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Allure Auto CM 2065 Car Mat Maruti Esteem,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 2067 Car Mat Maruti Gypsy,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Unravel india Jodhpuri Peacock Multicolored Wine Bottle Holder Showpiece  -  33.02 cm,1866.0,1399.0,"[""Home Decor & Festive Needs >> Showpieces >> Unravel india Showpieces""]",Flipkart,,Home Decor & Festive Needs,25.026795284030012,Mid-Range
Lal Haveli Decorative manjira Musician Showpiece  -  12.7 cm,1000.0,749.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Lal Haveli Ethnic""]",Flipkart,,Home Decor & Festive Needs,25.1,Economy
Tatvaarts Tribal Face Showpiece  -  21.59 cm,6800.0,6100.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Tatvaarts Ethnic""]",Flipkart,,Home Decor & Festive Needs,10.294117647058822,Luxury
Allure Auto CM 323 Car Mat Hyundai Accent,2800.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Economy
Allure Auto CM 175 Car Mat Honda CR-V,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Allure Auto CM 262 Car Mat Tata Sumo,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Allure Auto CM 702 Car Mat Toyota Innova,2450.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,62.44897959183674,Economy
Orchard Showpiece  -  13 cm,799.0,399.0,"[""Home Decor & Festive Needs >> Showpieces >> Orchard Showpieces""]",Flipkart,,Home Decor & Festive Needs,50.06257822277848,Budget
Allure Auto CM 947 Car Mat Nissan Micra,4200.0,1380.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Mid-Range
Allure Auto CM 1574 Car Mat Daewoo Matiz,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 1032 Car Mat Honda New City,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 1170 Car Mat Honda City,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 1825 Car Mat Tata Sumo Grand,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 2083 Car Mat Nissan Micra,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 1442 Car Mat Ford Endeavour,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Mooz Beautiful Wheel Pizza Cutter,199.0,89.0,"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Mooz Pizza Cutters""]",Flipkart,,Kitchen & Dining,55.27638190954774,Budget
Allure Auto CM 955 Car Mat Skoda Fabia,4200.0,1380.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Mid-Range
Unique Design Marble Chopra Showpiece  -  8 cm,599.0,249.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Unique Design Ethnic""]",Flipkart,,Home Decor & Festive Needs,58.43071786310517,Budget
Trove Resin Necklace,799.0,350.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,56.19524405506884,Budget
Allure Auto CM 1736 Car Mat Honda Brio,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 973 Car Mat Tata Sumo Grand,4200.0,1380.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Mid-Range
Youshine Metal Necklace,295.0,148.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,49.83050847457628,Budget
"Voylla Metal, Alloy Necklace",410.0,369.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,10.0,Budget
Allure Auto CM 285 Car Mat Chevrolet Aveo,2800.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Economy
Zaicus Vintage Rivets Choker Statement Alloy Necklace,699.0,199.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,71.5307582260372,Budget
Smghut Paperino Wheel Pizza Cutter,1599.0,999.0,"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Smghut Pizza Cutters""]",Flipkart,,Kitchen & Dining,37.5234521575985,Economy
Allure Auto CM 1020 Car Mat Ford New Fiesta,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
"UpTown Metal, Alloy Necklace",500.0,399.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,20.200000000000003,Budget
Zakaah Jewels Sterling Silver Plated Stone Necklace,999.0,499.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,50.050050050050054,Budget
UpTown Wood Necklace,550.0,399.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,27.454545454545453,Budget
Allure Auto CM 1164 Car Mat HM Ambassador 2.0D,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
"Vinnis Bella Alloy, Plastic Necklace",550.0,220.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,60.0,Budget
Allure Auto CM 267 Car Mat Tata Zest,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Voylla Alloy Necklace,400.0,381.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,4.75,Budget
Allure Auto CM 1208 Car Mat Maruti Baleno,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Womens Trendz Alloy Necklace,2100.0,475.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,77.38095238095238,Budget
Allure Auto CM 685 Car Mat Tata Nano,2450.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,62.44897959183674,Economy
Aaradhi Divya Mantra Blue Chalcedony Gemstone For Positive Energy Chalcedony Stone Necklace,1800.0,599.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,66.72222222222223,Economy
Lovehome Wheel Pizza Cutter,210.0,150.0,"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Lovehome Pizza Cutters""]",Flipkart,,Kitchen & Dining,28.57142857142857,Budget
Womens Trendz Kolhapuri Saaj Thushi Crystal Yellow Gold Plated Alloy Necklace,1980.0,445.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,77.52525252525253,Budget
Allure Auto CM 914 Car Mat Mahindra Thar,4200.0,1380.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Mid-Range
Allure Auto CM 1861 Car Mat Fiat Avventura,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Voylla Crystal Alloy Necklace,449.0,329.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,26.7260579064588,Budget
Voylla Artifictial Classic Textured Silver Plated Cotton Dori Necklace,469.0,320.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,31.769722814498934,Budget
Allure Auto CM 544 Car Mat Tata Safari,2800.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Economy
Voylla Artificial Classic Plain Yellow Gold Plated Alloy Necklace,549.0,479.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,12.750455373406194,Budget
Allure Auto CM 852 Car Mat Volkswagen Vento,4200.0,1380.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Mid-Range
A Bit of Me Au Fait? Alloy Necklace,599.0,599.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,0.0,Economy
3a AUTOCARE Car Mat Mahindra Scorpio,3500.0,2750.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,21.428571428571427,Premium
Voylla Yellow Gold Plated Alloy Necklace,499.0,499.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,0.0,Budget
Lal Haveli Beautiful Wooden Jharoka Photo Frames Showpiece  -  43.18 cm,2000.0,1499.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Lal Haveli Ethnic""]",Flipkart,,Home Decor & Festive Needs,25.05,Mid-Range
Allure Auto CM 407 Car Mat Tata Victa,2800.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Economy
Aaradhi Divya Mantra Onyx Gemstone Positive Energy Onyx Stone Necklace,1200.0,999.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,16.75,Economy
WonderChef Trudeau 990012 Wheel Pizza Cutter,1099.0,1099.0,"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> WonderChef Pizza Cutters""]",Flipkart,,Kitchen & Dining,0.0,Mid-Range
"Village Handicrafts Rose Gold Plated Alloy, Glass, Resin Choker",450.0,420.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,6.666666666666667,Budget
Voylla Yellow Gold Plated Fabric Necklace,490.0,446.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,8.979591836734693,Budget
Allure Auto CM 1097 Car Mat Skoda Fabia,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Voylla Artificial Classic Plain Silver Plated Alloy Necklace,459.0,289.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,37.03703703703704,Budget
Allure Auto CM 1822 Car Mat Tata Safari,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Voylla Artifictial Classic Plain Alloy Necklace,689.0,499.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,27.576197387518143,Budget
Allure Auto CM 1605 Car Mat Hyundai Fluidic Verna,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
YugshaJewels Brass Necklace,1699.0,449.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,73.57268981753973,Budget
Allure Auto CM 367 Car Mat Maruti Ritz,2800.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Economy
MCB Exports Mini 6 Drawer Chest Showpiece  -  28 cm,3699.0,3299.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> MCB Exports Ethnic""]",Flipkart,,Home Decor & Festive Needs,10.813733441470667,Premium
Adorelabel The All Time Chic Poppy - Yellow Metal Necklace,2760.0,828.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,70.0,Economy
Addons Bella Alloy Necklace,1499.0,675.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,54.96997998665777,Economy
Shoppingtara Paper Mache 3 Piece Elephant Home Decor Gift Showpiece  -  4 cm,1520.0,489.0,"[""Home Decor & Festive Needs >> Showpieces >> Shoppingtara Showpieces""]",Flipkart,,Home Decor & Festive Needs,67.82894736842105,Budget
Allure Auto CM 195 Car Mat Hyundai Verna Fluidic,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Aaishwarya Glamour Green Crystal Alloy Necklace,1650.0,649.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,60.66666666666667,Economy
Allure Auto CM 1733 Car Mat HM Ambassador MPFi,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
UpTown Fabric Necklace,699.0,399.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,42.91845493562232,Budget
Allure Auto CM 108 Car Mat Skoda Yeti,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Allure Auto CM 1263 Car Mat Toyota Camry,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
UpTown Acrylic Necklace,775.0,399.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,48.516129032258064,Budget
Allure Auto CM 114 Car Mat Tata Indigo,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
3a Autocare Fortuner Car Mat Toyota Fortuner,3500.0,2650.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,24.285714285714285,Premium
"Vinnis Metal, Alloy, Fabric Necklace",449.0,399.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,11.1358574610245,Budget
Pearl Berry Rolling Pizza Cutter,399.0,79.0,"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Pearl Berry Pizza Cutters""]",Flipkart,,Kitchen & Dining,80.20050125313283,Budget
Adorelabel The Vintage Egyptian - Silver Brass Necklace,2904.0,871.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,70.0068870523416,Economy
King International Ergonomic Design with Long Gripped Handle Rolling Pizza Cutter,299.0,199.0,"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> King International Pizza Cutters""]",Flipkart,,Kitchen & Dining,33.44481605351171,Budget
Voylla Rhodium Plated Alloy Necklace,1259.0,469.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,62.74821286735504,Budget
Surface180 Fascinating Antique Style Wooden Three Drawer Box Showpiece  -  20 cm,1285.0,1257.0,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Ethnic >> Surface180 Ethnic""]",Flipkart,,Home Decor & Festive Needs,2.178988326848249,Mid-Range
Voylla Artificial Classic Textured Silver Plated Alloy Necklace,469.0,299.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,36.247334754797436,Budget
Tatvaarts Ashta Lakshmi (Bronze-Finish) Showpiece  -  27.94 cm,13500.0,12500.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Tatvaarts Ethnic""]",Flipkart,,Home Decor & Festive Needs,7.4074074074074066,Luxury
Visaga Plastic Necklace,300.0,255.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,15.0,Budget
Allure Auto CM 1453 Car Mat Honda CR-V,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Aaishwarya Enchanting Leaf & Pearls Alloy Necklace,1200.0,599.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,50.083333333333336,Economy
Allure Auto CM 120 Car Mat Tata Sumo,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Vinnis Bella Resin Necklace,650.0,450.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,30.76923076923077,Budget
Volaliva Metal Choker,550.0,350.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,36.36363636363637,Budget
Allure Auto CM 652 Car Mat Maruti SX4,2450.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,62.44897959183674,Economy
Allure Auto CM 1352 Car Mat Maruti Ciaz,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 2005 Car Mat Fiat Linea,4900.0,1599.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.36734693877551,Mid-Range
Allure Auto CM 155 Car Mat Datsun Go,3150.0,1350.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,57.14285714285714,Mid-Range
Monil Round Kundan Studded Analog 5.08 cm Showpiece  -  30.48 cm,1500.0,999.0,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Monil Ethnic""]",Flipkart,,Home Decor & Festive Needs,33.4,Economy
Wow Crystal Necklace,500.0,358.0,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",Flipkart,,Jewellery,28.4,Budget
Allure Auto CM 759 Car Mat Hyundai Sonata,4200.0,1380.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,67.14285714285714,Mid-Range
Allure Auto CM 623 Car Mat Hyundai i10,2450.0,920.0,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",Flipkart,,Automotive,62.44897959183674,Economy
